e, e_dot, e_int, stamp, 
0.7815897350159049, 0.0, 0.15631794700318097, 51722000000, 
0.7815897350159049, 0.0, 0.15631794700318097, 51722000000, 
0.7815897350159049, 0.0, 0.15631794700318097, 51722000000, 
0.7815897350159049, 0.0, 0.15631794700318097, 51722000000, 
0.7815897350159049, 0.0, 0.15631794700318097, 51722000000, 
0.7815897350159049, 0.0, 0.15631794700318097, 51722000000, 
0.7815897350159049, 0.0, 0.15631794700318097, 51722000000, 
0.7815897350159049, 0.0, 0.15631794700318097, 51722000000, 
0.7993382859276835, 0.05916183637259542, 0.15750118373063288, 76134000000, 
0.7853534552756811, 0.012545734199254088, 0.15775209841461796, 76270000000, 
0.8213712837354339, 0.07344332602583455, 0.16040420166258657, 76542000000, 
0.7802153311301565, -0.017127080485082047, 0.1591293380094181, 76746000000, 
0.8395030016042122, 0.0604390595625944, 0.1627393077646535, 76916000000, 
0.7690684603173872, -0.037156236042564426, 0.15925245287011705, 77120000000, 
0.8122937566326689, -0.0906974832384777, 0.16139101457028454, 77324000000, 
0.6892264098488965, -0.2661401682283023, 0.15137257511993016, 77528000000, 
0.6895074091026243, -0.4092878251001486, 0.14606850503894597, 77732000000, 
0.5465417265341609, -0.4756156110491187, 0.12835170303237878, 77936000000, 
0.4953554674873639, -0.6471731387175347, 0.11542697354160995, 78072000000, 
0.4953554674873639, -0.17062086348932323, 0.10248351076725924, 78072000000, 
0.33785008792080906, -0.5250179318885162, 0.08857073485970246, 78344000000, 
0.33785008792080906, -0.5250179318885162, 0.07807037622193214, 78344000000, 
0.35804889032993026, 0.06732934136373732, 0.06891660441143657, 78548000000, 
0.35804889032993026, 0.06732934136373732, 0.0702631912387113, 78548000000, 
0.40778794445871247, 0.1657968470959407, 0.07492571500790486, 78718000000, 
0.40778794445871247, 0.1657968470959407, 0.07824165194982369, 78718000000, 
0.25240643886581726, -0.5179383519763173, 0.07119882185221614, 78922000000, 
0.25240643886581726, -0.5179383519763173, 0.0608400548126898, 78922000000, 
0.19851474989756057, -0.1796389632275223, 0.04688850850861301, 79126000000, 
0.19851474989756057, -0.1796389632275223, 0.04329572924406256, 79126000000, 
0.05417747635618708, -0.48112424513791163, 0.03008046507675388, 79330000000, 
0.05417747635618708, -0.48112424513791163, 0.02045798017399565, 79330000000, 
0.08760220035448318, 0.11141574666098701, 0.013063810204457156, 79534000000, 
0.08760220035448318, 0.11141574666098701, 0.015292125137676896, 79534000000, 
0.1565183055846071, 0.22972035076707975, 0.022114847086238232, 79738000000, 
0.1565183055846071, 0.22972035076707975, 0.026709254101579826, 79738000000, 
-0.0989595195901255, -0.851592750582442, 0.01427180610527258, 79942000000, 
-0.0989595195901255, -0.851592750582442, -0.0027600489063762594, 79942000000, 
-0.1607848448962862, -0.20608441768720231, -0.023913592271769146, 80146000000, 
-0.1607848448962862, -0.20608441768720231, -0.028035280625513193, 80146000000, 
-0.3405609206710509, -0.5992535859158824, -0.04414204069757489, 80316000000, 
-0.3405609206710509, -0.5992535859158824, -0.056127112415892536, 80316000000, 
-0.34730826019483974, -0.022491131745962695, -0.06856200676912945, 80520000000, 
-0.34730826019483974, -0.022491131745962695, -0.0690118294040487, 80520000000, 
-0.33537831343078006, 0.03976648921353224, -0.0686663222546973, 80724000000, 
-0.33537831343078006, 0.03976648921353224, -0.06787099247042665, 80724000000, 
-0.510809598759175, -0.5847709510946497, -0.078771081708049, 80928000000, 
-0.510809598759175, -0.5847709510946497, -0.09046650072994199, 80928000000, 
-0.6220034367876397, -0.37064612676154907, -0.10957484228706597, 81132000000, 
-0.6220034367876397, -0.37064612676154907, -0.11698776482229696, 81132000000, 
-0.5692372456793733, 0.17588730369422137, -0.1208829412836435, 81336000000, 
-0.5692372456793733, 0.17588730369422137, -0.11736519520975908, 81336000000, 
-0.5428568462368668, 0.08793466480835492, -0.11208875583970755, 81540000000, 
-0.5428568462368668, 0.08793466480835492, -0.11033006254354046, 81540000000, 
-0.5704886260249356, -0.09210593262689581, -0.11041348789991128, 81744000000, 
-0.5704886260249356, -0.09210593262689581, -0.11225560655244919, 81744000000, 
-0.5869379371097813, -0.05483103694948569, -0.11519434594397682, 81948000000, 
-0.5869379371097813, -0.05483103694948569, -0.11629096668296653, 81948000000, 
-0.5020132456602348, 0.2830823048318217, -0.11172594132531982, 82118000000, 
-0.5020132456602348, 0.2830823048318217, -0.1060642952286834, 82118000000, 
-0.4526296409254429, 0.16461201578263954, -0.09711040881639416, 82322000000, 
-0.4526296409254429, 0.16461201578263954, -0.09381816850074136, 82322000000, 
-0.3745717654401579, 0.26019291828428326, -0.08532206981940291, 82526000000, 
-0.3745717654401579, 0.26019291828428326, -0.08011821145371725, 82526000000, 
-0.41024292272514196, -0.11890385761661348, -0.07729243024036385, 82730000000, 
-0.41024292272514196, -0.11890385761661348, -0.07967050739269613, 82730000000, 
-0.40348584723298403, 0.022523584973859756, -0.0815981128455512, 82934000000, 
-0.40348584723298403, 0.022523584973859756, -0.081147641146074, 82934000000, 
-0.26961038167776935, 0.4462515518507156, -0.07177213840958249, 83138000000, 
-0.26961038167776935, 0.4462515518507156, -0.06284710737256818, 83138000000, 
-0.2517988768882967, 0.05937168263157544, -0.05273464268292236, 83342000000, 
-0.2517988768882967, 0.05937168263157544, -0.05154720903029086, 83342000000, 
-0.12249111221717485, 0.4310258822370729, -0.04173925773291788, 83546000000, 
-0.12249111221717485, 0.4310258822370729, -0.033118740088176425, 83546000000, 
-0.18820569754991223, -0.2190486177757913, -0.028879194798950795, 83716000000, 
-0.18820569754991223, -0.2190486177757913, -0.03326016715446662, 83716000000, 
-0.09452385195943919, 0.31227281863491013, -0.03139568313728424, 83852000000, 
-0.09452385195943919, 0.31227281863491013, -0.02515022676458604, 83852000000, 
-0.06263141526738453, 0.10630812230684887, -0.01677860794575086, 84124000000, 
-0.06263141526738453, 0.10630812230684887, -0.014652445499613883, 84124000000, 
-0.10126892801841139, -0.12879170917008956, -0.015102117236878695, 84328000000, 
-0.10126892801841139, -0.12879170917008956, -0.01767795142028049, 84328000000, 
-0.056618247984956044, 0.14883560011151784, -0.01727707360145192, 84532000000, 
-0.056618247984956044, 0.14883560011151784, -0.014300361599221566, 84532000000, 
0.015767871731777766, 0.24128706572244604, -0.006497908282542288, 84736000000, 
0.015767871731777766, 0.24128706572244604, -0.0016721669680933675, 84736000000, 
0.04802307608074036, 0.1075173478298753, 0.005303921302953059, 84940000000, 
0.04802307608074036, 0.1075173478298753, 0.007454268259550565, 84940000000, 
0.048185730858101974, 0.0005421825912053924, 0.009615458867972179, 85144000000, 
0.048185730858101974, 0.0005421825912053924, 0.009626302519796287, 85144000000, 
0.07291724241676507, 0.08243837186221033, 0.011285913608864603, 85348000000, 
0.07291724241676507, 0.08243837186221033, 0.01293468104610881, 85348000000, 
0.09230097454079186, 0.06461244041342264, 0.015875697291621468, 85518000000, 
0.09230097454079186, 0.06461244041342264, 0.01716794609988992, 85518000000, 
0.11377146392495333, 0.07156829794720487, 0.019891560867102472, 85654000000, 
0.11377146392495333, 0.07156829794720487, 0.021322926826046567, 85654000000, 
0.35412395155851867, 0.8011749587785512, 0.038777791960561685, 85926000000, 
0.35412395155851867, 0.8011749587785512, 0.05480129113613271, 85926000000, 
0.3635609772016681, 0.03145675214383137, 0.07145392535458035, 86130000000, 
0.3635609772016681, 0.03145675214383137, 0.07208306039745699, 86130000000, 
0.2244418080618618, -0.46373056379935423, 0.06343758416434653, 86334000000, 
0.2244418080618618, -0.46373056379935423, 0.054162972888359445, 86334000000, 
0.18590790648843636, -0.12844633857808485, 0.04231943484081067, 86538000000, 
0.18590790648843636, -0.12844633857808485, 0.039750508069248965, 86538000000, 
0.22396599817457616, 0.126860305620466, 0.039718787410096594, 86742000000, 
0.22396599817457616, 0.126860305620466, 0.04225599352250591, 86742000000, 
0.44948023691925915, 0.7517141291489433, 0.0598274822178941, 86946000000, 
0.44948023691925915, 0.7517141291489433, 0.07486176480087296, 86946000000, 
0.42759932507120346, -0.07293637282685228, 0.08843731992731478, 87116000000, 
0.42759932507120346, -0.07293637282685228, 0.08697859247077773, 87116000000, 
0.4120352850949782, -0.05188013325408414, 0.08448226234915901, 87320000000, 
0.4120352850949782, -0.05188013325408414, 0.08344465968407733, 87320000000, 
0.4255729668552448, 0.04512560586755532, 0.08330956913634675, 87524000000, 
0.4255729668552448, 0.04512560586755532, 0.08421208125369786, 87524000000, 
0.42892517536848207, 0.011174028377457512, 0.0853380739385981, 87660000000, 
0.42892517536848207, 0.011174028377457512, 0.08556155450614726, 87660000000, 
0.35711520042869566, -0.23936658313262138, 0.080997703411044, 87932000000, 
0.35711520042869566, -0.23936658313262138, 0.07621037174839156, 87932000000, 
0.3326743897719273, -0.08146936885589447, 0.06979365270862123, 88136000000, 
0.3326743897719273, -0.08146936885589447, 0.06816426533150335, 88136000000, 
0.32192423088841327, -0.035833862945046834, 0.06581820069548452, 88340000000, 
0.32192423088841327, -0.035833862945046834, 0.06510152343658358, 88340000000, 
0.3266848525336171, 0.015868738817346184, 0.06470222095402958, 88544000000, 
0.3266848525336171, 0.015868738817346184, 0.0650195957303765, 88544000000, 
0.2483045237584871, -0.2612677625837667, 0.06011161525504809, 88748000000, 
0.2483045237584871, -0.2612677625837667, 0.05488626000337275, 88748000000, 
0.2088501885017322, -0.13151445085584967, 0.04703061573458043, 88918000000, 
0.2088501885017322, -0.13151445085584967, 0.04440032671746343, 88918000000, 
0.19766378918644023, -0.03728799771763991, 0.04102427774599364, 89122000000, 
0.19766378918644023, -0.03728799771763991, 0.04027851779164084, 89122000000, 
0.17312848210426157, -0.08178435694059553, 0.037897070698476136, 89326000000, 
0.17312848210426157, -0.08178435694059553, 0.036261383559664226, 89326000000, 
0.33229064505599204, 0.5305405431724349, 0.04523650728430101, 89530000000, 
0.33229064505599204, 0.5305405431724349, 0.05584731814774971, 89530000000, 
0.32271767162621023, -0.03190991143260602, 0.06581993078254629, 89734000000, 
0.32271767162621023, -0.03190991143260602, 0.06518173255389417, 89734000000, 
0.2899775279299893, -0.10913381232073638, 0.06236085807882732, 89938000000, 
0.2899775279299893, -0.10913381232073638, 0.06017818183241259, 89938000000, 
0.22342652025559717, -0.22183669224797384, 0.05355877174103839, 90142000000, 
0.22342652025559717, -0.22183669224797384, 0.04912203789607891, 90142000000, 
0.22363902532856295, 0.0007083502432192468, 0.04469947105598382, 90346000000, 
0.22363902532856295, 0.0007083502432192468, 0.0447136380608482, 90346000000, 
0.10745095316418041, -0.3872935738812751, 0.03698193358808709, 90516000000, 
0.10745095316418041, -0.3872935738812751, 0.029236062110461584, 90516000000, 
0.05565980539067539, -0.17263715924501674, 0.018037447447935746, 90720000000, 
0.05565980539067539, -0.17263715924501674, 0.014584704263035412, 90720000000, 
0.09698837478053601, 0.13776189796620208, 0.013887199037459119, 90924000000, 
0.09698837478053601, 0.13776189796620208, 0.01664243699678316, 90924000000, 
0.11034964930904323, 0.044537581761690724, 0.020288426591341016, 91128000000, 
0.11034964930904323, 0.044537581761690724, 0.02117917822657483, 91128000000, 
0.08811006046134895, -0.0741319628256476, 0.020587290605295693, 91332000000, 
0.08811006046134895, -0.0741319628256476, 0.019104651348782743, 91332000000, 
0.19057813876113827, 0.34156026099929776, 0.024453217312255745, 91536000000, 
0.19057813876113827, 0.34156026099929776, 0.0312844225322417, 91536000000, 
0.21540767774365777, 0.08276512994173164, 0.039770930351062286, 91740000000, 
0.21540767774365777, 0.08276512994173164, 0.04142623294989692, 91740000000, 
0.17287493981923951, -0.14177579308139418, 0.04024601968710367, 91944000000, 
0.17287493981923951, -0.14177579308139418, 0.03741050382547578, 91944000000, 
0.10440447764990846, -0.2282348738977702, 0.0300102904858925, 92148000000, 
0.10440447764990846, -0.2282348738977702, 0.025445593007937094, 92148000000, 
0.11832527820648364, 0.04640266852191729, 0.021808948900420035, 92318000000, 
0.11832527820648364, 0.04640266852191729, 0.022737002270858384, 92318000000, 
0.18133155059302242, 0.21002090795512926, 0.027865473800399315, 92522000000, 
0.18133155059302242, 0.21002090795512926, 0.0320658919595019, 92522000000, 
0.2109567884649337, 0.09875079290637097, 0.0382413259767319, 92726000000, 
0.2109567884649337, 0.09875079290637097, 0.04021634183485932, 92726000000, 
0.17290687738130006, -0.12683303694544548, 0.039654696954077834, 92930000000, 
0.17290687738130006, -0.12683303694544548, 0.037118036215168924, 92930000000, 
0.19047471977362873, 0.058559474641095566, 0.035752564969081926, 93134000000, 
0.19047471977362873, 0.058559474641095566, 0.03692375446190384, 93134000000, 
0.19897647690836484, 0.028339190449120366, 0.03866172776370815, 93338000000, 
0.19897647690836484, 0.028339190449120366, 0.03922851157269056, 93338000000, 
0.15770253510818666, -0.13757980600059394, 0.03704369926166109, 93542000000, 
0.15770253510818666, -0.13757980600059394, 0.03429210314164921, 93542000000, 
0.1055244896260672, -0.17392681827373155, 0.0280619706561627, 93746000000, 
0.1055244896260672, -0.17392681827373155, 0.02458343429068807, 93746000000, 
0.09758195442557871, -0.026475117334961624, 0.020575395578514205, 93916000000, 
0.09758195442557871, -0.026475117334961624, 0.020045893231814976, 93916000000, 
0.15424128821506722, 0.18886444596496169, 0.023293679804414977, 94120000000, 
0.15424128821506722, 0.18886444596496169, 0.02707096872371421, 94120000000, 
0.1441215399952307, -0.03373249406612174, 0.030173607761691007, 94324000000, 
0.1441215399952307, -0.03373249406612174, 0.029498957880368572, 94324000000, 
0.11947694751464022, -0.08214864160196826, 0.027181335167006774, 94528000000, 
0.11947694751464022, -0.08214864160196826, 0.02553836233496741, 94528000000, 
0.1123325778996791, -0.02381456538320374, 0.023419098195263967, 94732000000, 
0.1123325778996791, -0.02381456538320374, 0.022942806887599893, 94732000000, 
0.10774842084496372, -0.015280523515717922, 0.02216090510962146, 94936000000, 
0.10774842084496372, -0.015280523515717922, 0.0218552946393071, 94936000000, 
0.11264725921235419, 0.016329461224634894, 0.02187627339348544, 95140000000, 
0.11264725921235419, 0.016329461224634894, 0.02220286261797814, 95140000000, 
0.07952844559282868, -0.11039604539841837, 0.02032153093450247, 95344000000, 
0.07952844559282868, -0.11039604539841837, 0.018113610026534104, 95344000000, 
0.057009324379749815, -0.07506373737692955, 0.014404414371027144, 95548000000, 
0.057009324379749815, -0.07506373737692955, 0.012903139623488553, 95548000000, 
0.05679957037867722, -0.0006991800035753096, 0.011387881275878456, 95718000000, 
0.05679957037867722, -0.0006991800035753096, 0.011373897675806951, 95718000000, 
0.09107831942906186, 0.11426249683461547, 0.013645164012427753, 95922000000, 
0.09107831942906186, 0.11426249683461547, 0.01593041394912006, 95922000000, 
0.08064425086740168, -0.034780228538867274, 0.017520059315035027, 96126000000, 
0.08064425086740168, -0.034780228538867274, 0.016824454744257682, 96126000000, 
0.035851023366089585, -0.149310758337707, 0.013142635006726196, 96330000000, 
0.035851023366089585, -0.149310758337707, 0.010156419839972057, 96330000000, 
-0.005165377969613472, -0.13672133778567686, 0.00443577791750438, 96534000000, 
-0.005165377969613472, -0.13672133778567686, 0.0017013511617908427, 96534000000, 
0.016129391618923572, 0.07098256529512348, 0.00038657571197977527, 96738000000, 
0.016129391618923572, 0.07098256529512348, 0.0018062270178822448, 96738000000, 
0.011678698053349201, -0.014835645218581236, 0.00292916541941309, 96942000000, 
0.011678698053349201, -0.014835645218581236, 0.0026324525150414647, 96942000000, 
0.03807885346882789, 0.08800051805159563, 0.004095749971701753, 97078000000, 
0.03807885346882789, 0.08800051805159563, 0.005855760332733665, 97078000000, 
0.03733135307976587, -0.0024916679635400563, 0.0075659373344947765, 97316000000, 
